2.98, 97.2908, 84.9236, 84.9236
2.99, 98.1427, 85.4609, 85.4609
3, 99, 86, 86
3.01, 99.8627, 86.5409, 86.5409
3.02, 100.731, 87.0836, 87.0836
3.03, 101.604, 87.6281, 87.6281
3.04, 102.483, 88.1744, 88.1744
3.05, 103.368, 88.7225, 88.7225
3.06, 104.258, 89.2724, 89.2724
3.07, 105.153, 89.8241, 89.8241
3.08, 106.054, 90.3776, 90.3776
3.09, 106.961, 90.9329, 90.9329
3.1, 107.873, 91.49, 91.49
3.11, 108.791, 92.0489, 92.0489
3.12, 109.714, 92.6096, 92.6096
3.13, 110.643, 93.1721, 93.1721
3.14, 111.577, 93.7364, 93.7364
3.15, 112.518, 94.3025, 94.3025
3.16, 113.463, 94.8704, 94.8704
3.17, 114.415, 95.4401, 95.4401
3.18, 115.372, 96.0116, 96.0116
3.19, 116.335, 96.5849, 96.5849
3.2, 117.304, 97.16, 97.16
3.21, 118.278, 97.7369, 97.7369
3.22, 119.259, 98.3156, 98.3156
3.23, 120.245, 98.8961, 98.8961
3.24, 121.237, 99.4784, 99.4784
3.25, 122.234, 100.062, 100.062
3.26, 123.238, 100.648, 100.648
3.27, 124.247, 101.236, 101.236
3.28, 125.263, 101.826, 101.826
3.29, 126.284, 102.417, 102.417
3.3, 127.311, 103.01, 103.01
3.31, 128.344, 103.605, 103.605
3.32, 129.383, 104.202, 104.202
3.33, 130.428, 104.8, 104.8
3.34, 131.479, 105.4, 105.4
3.35, 132.536, 106.002, 106.002
3.36, 133.599, 106.606, 106.606
3.37, 134.668, 107.212, 107.212
3.38, 135.743, 107.82, 107.82
3.39, 136.825, 108.429, 108.429
3.4, 137.912, 109.04, 109.04
3.41, 139.005, 109.653, 109.653
3.42, 140.105, 110.268, 110.268
3.43, 141.211, 110.884, 110.884
3.44, 142.323, 111.502, 111.502
3.45, 143.441, 112.122, 112.122
3.46, 144.565, 112.744, 112.744
3.47, 145.696, 113.368, 113.368
3.48, 146.833, 113.994, 113.994
3.49, 147.976, 114.621, 114.621
3.5, 149.125, 115.25, 115.25
3.51, 150.281, 115.881, 115.881
3.52, 151.443, 116.514, 116.514
3.53, 152.611, 117.148, 117.148
3.54, 153.786, 117.784, 117.784
3.55, 154.967, 118.422, 118.422
3.56, 156.154, 119.062, 119.062
3.57, 157.348, 119.704, 119.704
3.58, 158.548, 120.348, 120.348
3.59, 159.755, 120.993, 120.993
3.6, 160.968, 121.64, 121.64
3.61, 162.188, 122.289, 122.289
3.62, 163.414, 122.94, 122.94
3.63, 164.646, 123.592, 123.592
3.64, 165.886, 124.246, 124.246
3.65, 167.131, 124.902, 124.902
3.66, 168.384, 125.56, 125.56
3.67, 169.643, 126.22, 126.22
3.68, 170.908, 126.882, 126.882
3.69, 172.18, 127.545, 127.545
3.7, 173.459, 128.21, 128.21
3.71, 174.744, 128.877, 128.877
3.72, 176.037, 129.546, 129.546
3.73, 177.335, 130.216, 130.216
3.74, 178.641, 130.888, 130.888
3.75, 179.953, 131.562, 131.562
3.76, 181.272, 132.238, 132.238
3.77, 182.598, 132.916, 132.916
3.78, 183.93, 133.596, 133.596
3.79, 185.27, 134.277, 134.277
3.8, 186.616, 134.96, 134.96
3.81, 187.969, 135.645, 135.645
3.82, 189.329, 136.332, 136.332
3.83, 190.696, 137.02, 137.02
3.84, 192.069, 137.71, 137.71
3.85, 193.45, 138.402, 138.402
3.86, 194.837, 139.096, 139.096
3.87, 196.232, 139.792, 139.792
3.88, 197.633, 140.49, 140.49
3.89, 199.042, 141.189, 141.189
3.9, 200.457, 141.89, 141.89
3.91, 201.879, 142.593, 142.593
3.92, 203.309, 143.298, 143.298
3.93, 204.745, 144.004, 144.004
3.94, 206.189, 144.712, 144.712
3.95, 207.64, 145.422, 145.422
3.96, 209.097, 146.134, 146.134
3.97, 210.562, 146.848, 146.848
3.98, 212.034, 147.564, 147.564
3.99, 213.514, 148.281, 148.281
4, 215, 149, 149
4.01, 216.494, 149.721, 149.721
4.02, 217.994, 150.444, 150.444
4.03, 219.502, 151.168, 151.168
4.04, 221.018, 151.894, 151.894
4.05, 222.54, 152.622, 152.622
4.06, 224.07, 153.352, 153.352
4.07, 225.607, 154.084, 154.084
4.08, 227.152, 154.818, 154.818
4.09, 228.704, 155.553, 155.553
4.1, 230.263, 156.29, 156.29
4.11, 231.83, 157.029, 157.029
4.12, 233.404, 157.77, 157.77
4.13, 234.985, 158.512, 158.512
4.14, 236.574, 159.256, 159.256
4.15, 238.17, 160.002, 160.002
4.16, 239.774, 160.75, 160.75
4.17, 241.385, 161.5, 161.5
4.18, 243.004, 162.252, 162.252
4.19, 244.63, 163.005, 163.005
4.2, 246.264, 163.76, 163.76
4.21, 247.905, 164.517, 164.517
4.22, 249.554, 165.276, 165.276
4.23, 251.211, 166.036, 166.036
4.24, 252.875, 166.798, 166.798
4.25, 254.547, 167.562, 167.562
4.26, 256.226, 168.328, 168.328
4.27, 257.913, 169.096, 169.096
4.28, 259.608, 169.866, 169.866
4.29, 261.311, 170.637, 170.637
4.3, 263.021, 171.41, 171.41
4.31, 264.739, 172.185, 172.185
